"","mo_organism","get(par_var_name)","ab","n","r","total_R","ab_name","var_name"
"41","Escherichia coli","20-49","FEP",32,12,0.375,"Cefepime","20-49"
"42","Escherichia coli","20-49","IPM",14,0,0,"Imipenem","20-49"
"43","Escherichia coli","20-49","MEM",62,4,0.0645161290322581,"Meropenem","20-49"
"44","Escherichia coli","20-49","NAL",17,11,0.647058823529412,"Nalidixic acid","20-49"
"45","Escherichia coli","20-49","NIT",18,2,0.111111111111111,"Nitrofurantoin","20-49"
"46","Escherichia coli","20-49","NOR",26,12,0.461538461538462,"Norfloxacin","20-49"
"47","Escherichia coli","20-49","TZP",78,21,0.269230769230769,"Piperacillin/tazobactam","20-49"
"48","Escherichia coli","50-64","AMK",4,1,0.25,"Amikacin","50-64"
"49","Escherichia coli","50-64","AMP",8,8,1,"Ampicillin","50-64"
"50","Escherichia coli","50-64","CAZ",10,8,0.8,"Ceftazidime","50-64"
"51","Escherichia coli","50-64","CRO",8,8,1,"Ceftriaxone","50-64"
"52","Escherichia coli","50-64","CTX",12,10,0.833333333333333,"Cefotaxime","50-64"
"53","Escherichia coli","50-64","CZO",4,4,1,"Cefazolin","50-64"
"54","Escherichia coli","50-64","FEP",6,4,0.666666666666667,"Cefepime","50-64"
"55","Escherichia coli","50-64","MEM",10,0,0,"Meropenem","50-64"
"56","Escherichia coli","50-64","NAL",4,2,0.5,"Nalidixic acid","50-64"
"57","Escherichia coli","50-64","NIT",5,0,0,"Nitrofurantoin","50-64"
"58","Escherichia coli","50-64","NOR",8,4,0.5,"Norfloxacin","50-64"
"59","Escherichia coli","50-64","TZP",18,6,0.333333333333333,"Piperacillin/tazobactam","50-64"
"60","Escherichia coli","65+","AMK",4,0,0,"Amikacin","65+"
"61","Escherichia coli","65+","AMP",12,10,0.833333333333333,"Ampicillin","65+"
"62","Escherichia coli","65+","CAZ",8,2,0.25,"Ceftazidime","65+"
"63","Escherichia coli","65+","CHL",3,1,0.333333333333333,"Chloramphenicol","65+"
"64","Escherichia coli","65+","CRO",8,4,0.5,"Ceftriaxone","65+"
"65","Escherichia coli","65+","CTX",10,6,0.6,"Cefotaxime","65+"
"66","Escherichia coli","65+","CZO",4,2,0.5,"Cefazolin","65+"
"67","Escherichia coli","65+","ETP",4,0,0,"Ertapenem","65+"
"68","Escherichia coli","65+","FEP",4,2,0.5,"Cefepime","65+"
"69","Escherichia coli","65+","GEN",1,0,0,"Gentamicin","65+"
"70","Escherichia coli","65+","IPM",8,2,0.25,"Imipenem","65+"
"71","Escherichia coli","65+","MEM",16,0,0,"Meropenem","65+"
"72","Escherichia coli","65+","NAL",2,1,0.5,"Nalidixic acid","65+"
"73","Escherichia coli","65+","NIT",3,0,0,"Nitrofurantoin","65+"
"74","Escherichia coli","65+","NOR",6,4,0.666666666666667,"Norfloxacin","65+"
"75","Escherichia coli","65+","TZP",24,6,0.25,"Piperacillin/tazobactam","65+"
