"","mo_organism","get(par_var_name)","ab","n","r","total_R","ab_name","var_name"
"31","Klebsiella pneumoniae","20-49","IPM",14,0,0,"Imipenem","20-49"
"32","Klebsiella pneumoniae","20-49","MEM",50,0,0,"Meropenem","20-49"
"33","Klebsiella pneumoniae","20-49","NAL",13,7,0.538461538461538,"Nalidixic acid","20-49"
"34","Klebsiella pneumoniae","20-49","NIT",16,1,0.0625,"Nitrofurantoin","20-49"
"35","Klebsiella pneumoniae","20-49","NOR",26,12,0.461538461538462,"Norfloxacin","20-49"
"36","Klebsiella pneumoniae","20-49","TZP",72,27,0.375,"Piperacillin/tazobactam","20-49"
"37","Klebsiella pneumoniae","50-64","AMK",5,2,0.4,"Amikacin","50-64"
"38","Klebsiella pneumoniae","50-64","CAZ",14,6,0.428571428571429,"Ceftazidime","50-64"
"39","Klebsiella pneumoniae","50-64","CHL",2,0,0,"Chloramphenicol","50-64"
"40","Klebsiella pneumoniae","50-64","CIP",2,2,1,"Ciprofloxacin","50-64"
"41","Klebsiella pneumoniae","50-64","CRO",20,14,0.7,"Ceftriaxone","50-64"
"42","Klebsiella pneumoniae","50-64","CTX",20,16,0.8,"Cefotaxime","50-64"
"43","Klebsiella pneumoniae","50-64","CZO",10,8,0.8,"Cefazolin","50-64"
"44","Klebsiella pneumoniae","50-64","FEP",10,6,0.6,"Cefepime","50-64"
"45","Klebsiella pneumoniae","50-64","IPM",4,0,0,"Imipenem","50-64"
"46","Klebsiella pneumoniae","50-64","MEM",18,0,0,"Meropenem","50-64"
"47","Klebsiella pneumoniae","50-64","NAL",6,4,0.666666666666667,"Nalidixic acid","50-64"
"48","Klebsiella pneumoniae","50-64","NIT",8,3,0.375,"Nitrofurantoin","50-64"
"49","Klebsiella pneumoniae","50-64","NOR",14,6,0.428571428571429,"Norfloxacin","50-64"
"50","Klebsiella pneumoniae","50-64","TZP",30,3,0.1,"Piperacillin/tazobactam","50-64"
"51","Klebsiella pneumoniae","65+","AMK",4,0,0,"Amikacin","65+"
"52","Klebsiella pneumoniae","65+","CAZ",6,6,1,"Ceftazidime","65+"
"53","Klebsiella pneumoniae","65+","CHL",1,0,0,"Chloramphenicol","65+"
"54","Klebsiella pneumoniae","65+","CRO",8,6,0.75,"Ceftriaxone","65+"
"55","Klebsiella pneumoniae","65+","CTX",4,4,1,"Cefotaxime","65+"
"56","Klebsiella pneumoniae","65+","CZO",2,0,0,"Cefazolin","65+"
"57","Klebsiella pneumoniae","65+","ETP",4,0,0,"Ertapenem","65+"
"58","Klebsiella pneumoniae","65+","FEP",4,4,1,"Cefepime","65+"
"59","Klebsiella pneumoniae","65+","IPM",2,0,0,"Imipenem","65+"
"60","Klebsiella pneumoniae","65+","MEM",10,0,0,"Meropenem","65+"
"61","Klebsiella pneumoniae","65+","NAL",1,1,1,"Nalidixic acid","65+"
"62","Klebsiella pneumoniae","65+","NIT",2,0,0,"Nitrofurantoin","65+"
"63","Klebsiella pneumoniae","65+","NOR",4,2,0.5,"Norfloxacin","65+"
"64","Klebsiella pneumoniae","65+","TZP",12,3,0.25,"Piperacillin/tazobactam","65+"
